transaction_id,user_id,device_id,merchant_id,timestamp,amount,location,is_suspicious
T00039,U0854,D0318,M034,2026-08-05 03:38:00,8334.54,Bangalore,0
T00040,U0593,D0125,M073,2026-08-06 22:07:00,5608.07,Delhi,0
T00041,U0726,D0363,M068,2026-08-06 13:30:00,4167.01,Pune,0
T00042,U0919,D0292,M032,2026-08-14 02:10:00,6044.06,Hyderabad,0
T00043,U0257,D0371,M090,2026-08-10 16:22:00,1631.83,Mumbai,0
T00044,U0380,D0131,M070,2026-08-26 07:35:00,3738.85,Hyderabad,0
T00045,U0738,D0191,M080,2026-08-26 12:43:00,9748.01,Delhi,0
T00046,U0779,D0421,M097,2026-08-02 04:40:00,6129.05,Pune,0
T00047,U1000,D0431,M060,2026-08-02 07:37:00,1886.12,Pune,0
T00048,U0931,D0234,M069,2026-08-16 23:24:00,160.45,Chennai,0
T00049,U0730,D0412,M077,2026-08-04 04:00:00,1504.56,Pune,0
T00050,U0182,D0122,M093,2026-08-10 18:58:00,3824.32,Mumbai,0
T00051,U0500,D0156,M073,2026-08-15 04:23:00,7243.8,Delhi,0
T00052,U0761,D0119,M032,2026-08-08 01:56:00,1658.36,Delhi,0
T00053,U0201,D0421,M036,2026-08-13 09:12:00,4486.82,Mumbai,0
T00054,U0648,D0386,M082,2026-08-19 20:23:00,2804.35,Delhi,0
T00055,U0267,D0252,M081,2026-08-06 01:07:00,2904.14,Pune,0
T00056,U0758,D0325,M093,2026-08-15 00:52:00,549.63,Mumbai,0
T00057,U0764,D0104,M026,2026-08-10 07:17:00,3084.05,Chennai,0
T00058,U0936,D0146,M058,2026-08-14 04:09:00,3348.41,Bangalore,0
T00059,U0660,D0458,M081,2026-08-08 23:54:00,1378.94,Delhi,0
T00060,U0871,D0193,M090,2026-08-26 10:16:00,8350.21,Hyderabad,0
T00061,U0224,D0279,M031,2026-08-20 20:28:00,285.54,Bangalore,0
T00062,U0471,D0370,M080,2026-08-27 02:18:00,4103.79,Pune,0
T00063,U0578,D0224,M040,2026-08-19 10:24:00,306.48,Hyderabad,0
T00064,U0326,D0486,M084,2026-08-17 11:14:00,972.49,Bangalore,0
T00065,U0400,D0299,M077,2026-08-24 20:18:00,878.61,Hyderabad,0
T00066,U0914,D0249,M054,2026-08-16 03:47:00,7813.27,Bangalore,0
T00067,U0673,D0400,M040,2026-08-25 03:33:00,5148.53,Hyderabad,0
T00068,U0510,D0448,M044,2026-08-11 18:04:00,1117.76,Hyderabad,0
T00069,U0353,D0164,M045,2026-08-30 19:59:00,846.0,Pune,0
T00070,U0656,D0313,M098,2026-08-27 08:56:00,4544.16,Delhi,0
T00071,U0809,D0401,M067,2026-08-29 13:05:00,3229.78,Mumbai,0
T00072,U0220,D0316,M082,2026-08-29 17:38:00,3097.92,Hyderabad,0
T00073,U0756,D0104,M071,2026-08-24 02:08:00,834.49,Mumbai,0
T00074,U0613,D0095,M033,2026-08-17 18:45:00,8333.8,Bangalore,0
T00075,U0811,D0122,M090,2026-08-18 11:57:00,4680.85,Delhi,0
T00076,U0961,D0454,M031,2026-08-21 11:13:00,9099.59,Delhi,0
T00077,U0818,D0172,M067,2026-08-28 12:49:00,4808.73,Chennai,0
T00078,U0214,D0306,M039,2026-08-16 15:07:00,9825.62,Bangalore,0
T00079,U0667,D0406,M048,2026-08-02 18:45:00,2552.66,Mumbai,0
T00080,U0600,D0344,M092,2026-08-28 18:04:00,1671.59,Hyderabad,0
T00081,U0440,D0274,M078,2026-08-16 09:35:00,6821.09,Bangalore,0
T00082,U0959,D0399,M068,2026-08-03 23:59:00,3363.94,Delhi,0
T00083,U0845,D0273,M062,2026-08-12 11:14:00,7264.96,Pune,0
T00084,U0768,D0152,M068,2026-08-04 17:01:00,5869.12,Chennai,0
T00085,U0509,D0234,M076,2026-08-06 20:50:00,5990.91,Bangalore,0
T00086,U0468,D0362,M074,2026-08-30 06:51:00,7937.45,Chennai,0
T00087,U0837,D0435,M093,2026-08-05 06:04:00,6495.65,Mumbai,0
T00088,U0671,D0261,M028,2026-08-17 12:03:00,3157.77,Chennai,0
T00089,U0500,D0468,M088,2026-08-09 17:43:00,2342.78,Chennai,0
T00090,U0309,D0115,M063,2026-08-05 14:28:00,5126.13,Delhi,0
T00091,U0907,D0345,M030,2026-08-16 07:50:00,8776.29,Delhi,0
T00092,U0285,D0381,M074,2026-08-08 00:29:00,1706.25,Pune,0
T00093,U0940,D0395,M047,2026-08-20 22:03:00,532.56,Hyderabad,0
T00094,U0843,D0444,M056,2026-08-21 05:11:00,6144.89,Pune,0
T00095,U0953,D0305,M055,2026-08-25 07:16:00,2467.77,Mumbai,0
T00096,U0349,D0264,M099,2026-08-21 01:14:00,4670.63,Hyderabad,0
T00097,U0947,D0271,M090,2026-08-25 00:07:00,4244.74,Chennai,0
T00098,U0987,D0178,M043,2026-08-12 09:04:00,616.58,Mumbai,0
T00099,U0531,D0359,M039,2026-08-24 11:30:00,8526.54,Hyderabad,0
T00100,U0236,D0466,M046,2026-08-13 09:57:00,4548.26,Delhi,0
T00101,U0301,D0299,M037,2026-08-11 02:31:00,8185.36,Hyderabad,0
T00102,U0178,D0288,M032,2026-08-19 01:02:00,5069.87,Chennai,0
T00103,U0546,D0117,M073,2026-08-11 05:15:00,379.06,Bangalore,0
T00104,U0882,D0408,M068,2026-08-07 15:31:00,1462.24,Hyderabad,0
T00105,U1000,D0317,M043,2026-08-22 08:23:00,4541.15,Bangalore,0
T00106,U0232,D0085,M058,2026-08-10 19:33:00,8366.13,Delhi,0
T00107,U0895,D0387,M093,2026-08-20 06:18:00,1200.75,Hyderabad,0
T00108,U0394,D0230,M041,2026-08-03 04:09:00,2460.55,Pune,0
T00109,U0963,D0394,M084,2026-08-03 20:36:00,1197.49,Mumbai,0
T00110,U0762,D0350,M028,2026-08-29 18:15:00,5202.22,Chennai,0
T00111,U0886,D0149,M063,2026-08-20 12:50:00,115.49,Hyderabad,0
T00112,U0397,D0368,M079,2026-08-09 12:35:00,6677.28,Bangalore,0
T00113,U0687,D0260,M034,2026-08-24 22:35:00,5486.41,Delhi,0
T00114,U0718,D0086,M075,2026-08-22 09:30:00,530.99,Mumbai,0
T00115,U0533,D0205,M028,2026-08-17 06:02:00,7906.35,Hyderabad,0
T00116,U0397,D0451,M039,2026-08-27 11:35:00,7378.35,Hyderabad,0
T00117,U0287,D0098,M071,2026-08-25 20:23:00,3451.62,Pune,0
T00118,U0330,D0474,M085,2026-08-22 18:41:00,6354.18,Chennai,0
T00119,U0215,D0442,M084,2026-08-02 16:23:00,3005.08,Bangalore,0
T00120,U0961,D0178,M031,2026-08-15 08:42:00,9340.37,Delhi,0
T00121,U0558,D0493,M095,2026-08-22 13:04:00,2607.81,Pune,0
T00122,U0346,D0222,M071,2026-08-03 04:12:00,8671.4,Hyderabad,0
T00123,U0430,D0139,M073,2026-08-20 21:16:00,8905.92,Pune,0
T00124,U0601,D0273,M069,2026-08-09 12:03:00,5012.41,Mumbai,0
T00125,U0527,D0484,M092,2026-08-13 03:19:00,8031.37,Pune,0
T00126,U0585,D0116,M081,2026-08-28 10:02:00,9951.47,Chennai,0
T00127,U0709,D0226,M067,2026-08-05 16:03:00,892.68,Pune,0
T00128,U0453,D0232,M083,2026-08-28 10:13:00,7204.86,Chennai,0
T00129,U0857,D0303,M070,2026-08-21 08:23:00,519.32,Hyderabad,0
T00130,U0780,D0298,M061,2026-08-30 02:28:00,9802.27,Bangalore,0
T00131,U0227,D0419,M077,2026-08-17 12:49:00,5179.55,Pune,0
T00132,U0846,D0157,M029,2026-08-07 11:57:00,8501.83,Pune,0
T00133,U0951,D0300,M030,2026-08-06 17:52:00,765.61,Pune,0
T00134,U0526,D0261,M075,2026-08-26 19:34:00,420.61,Chennai,0
T00135,U0846,D0306,M073,2026-08-17 22:20:00,4495.0,Bangalore,0
T00136,U0738,D0146,M093,2026-08-17 16:48:00,4040.54,Pune,0
T00137,U0436,D0203,M040,2026-08-02 04:18:00,7383.18,Mumbai,0
T00138,U0681,D0274,M097,2026-08-06 08:37:00,2691.59,Hyderabad,0
T00139,U0871,D0304,M053,2026-08-28 20:19:00,2927.21,Mumbai,0
T00140,U0355,D0138,M043,2026-08-04 08:53:00,4575.22,Pune,0
T00141,U0606,D0120,M066,2026-08-16 19:28:00,7124.45,Delhi,0
T00142,U0706,D0224,M064,2026-08-08 04:02:00,7146.91,Pune,0
T00143,U0804,D0165,M072,2026-08-24 03:41:00,2319.99,Chennai,0
T00144,U0962,D0147,M056,2026-08-23 11:36:00,360.21,Delhi,0
T00145,U0737,D0264,M085,2026-08-26 02:32:00,1384.74,Bangalore,0
T00146,U0218,D0234,M076,2026-08-22 18:49:00,5304.39,Mumbai,0
T00147,U0994,D0370,M035,2026-08-06 16:53:00,9726.56,Pune,0
T00148,U0226,D0306,M085,2026-08-24 13:05:00,3510.7,Delhi,0
T00149,U0806,D0376,M049,2026-08-06 20:56:00,4382.92,Bangalore,0
T00150,U0278,D0341,M045,2026-08-14 20:11:00,1730.11,Hyderabad,0
T00151,U0877,D0191,M070,2026-08-24 14:46:00,8959.77,Bangalore,0
T00152,U0407,D0176,M096,2026-08-13 11:46:00,1339.19,Hyderabad,0
T00153,U0780,D0349,M037,2026-08-23 20:56:00,6445.78,Delhi,0
T00154,U0745,D0154,M047,2026-08-30 23:30:00,6282.34,Delhi,0
T00155,U0496,D0364,M031,2026-08-02 06:59:00,904.11,Pune,0
T00156,U0940,D0371,M059,2026-08-30 15:12:00,2187.0,Delhi,0
T00157,U0577,D0392,M029,2026-08-23 15:59:00,8901.07,Delhi,0
T00158,U0447,D0404,M064,2026-08-22 23:30:00,2524.29,Pune,0
T00159,U0566,D0228,M084,2026-08-04 07:42:00,6917.27,Chennai,0
T00160,U0601,D0288,M087,2026-08-22 03:17:00,2119.83,Delhi,0
T00161,U0298,D0236,M066,2026-08-16 17:14:00,9756.2,Chennai,0
T00162,U0929,D0265,M091,2026-08-26 13:28:00,1151.22,Chennai,0
T00163,U0628,D0138,M060,2026-08-21 11:04:00,2554.4,Bangalore,0
T00164,U0202,D0224,M075,2026-08-29 00:09:00,4239.53,Chennai,0
T00165,U0984,D0243,M099,2026-08-15 05:34:00,1979.36,Chennai,0
T00166,U0661,D0339,M085,2026-08-23 16:46:00,8802.85,Mumbai,0
T00167,U0174,D0122,M076,2026-08-24 00:04:00,4626.58,Chennai,0
T00168,U0371,D0374,M071,2026-08-03 05:08:00,600.35,Mumbai,0
T00169,U0762,D0410,M086,2026-08-14 00:06:00,5413.24,Bangalore,0
T00170,U0592,D0144,M059,2026-08-17 15:31:00,7662.18,Hyderabad,0
T00171,U0197,D0281,M032,2026-08-26 22:53:00,5661.99,Hyderabad,0
T00172,U0717,D0223,M035,2026-08-18 13:59:00,5092.13,Delhi,0
T00173,U0437,D0498,M041,2026-08-06 20:32:00,9753.32,Mumbai,0
T00174,U0533,D0482,M069,2026-08-26 09:18:00,9395.59,Chennai,0
T00175,U0354,D0384,M091,2026-08-19 06:25:00,5050.77,Bangalore,0
T00176,U0190,D0146,M068,2026-08-22 13:27:00,5241.39,Chennai,0
T00177,U0771,D0339,M043,2026-08-15 22:13:00,9320.55,Hyderabad,0
T00178,U0317,D0277,M064,2026-08-28 00:30:00,3430.1,Delhi,0
T00179,U0696,D0326,M098,2026-08-14 15:27:00,4801.44,Bangalore,0
T00180,U0528,D0245,M040,2026-08-19 22:58:00,5878.65,Pune,0
T00181,U0855,D0398,M029,2026-08-28 03:59:00,4798.44,Pune,0
T00182,U0952,D0473,M100,2026-08-27 06:55:00,2352.68,Bangalore,0
T00183,U0748,D0321,M047,2026-08-24 20:36:00,6327.35,Delhi,0
T00184,U0944,D0270,M044,2026-08-12 00:32:00,412.55,Pune,0
T00185,U0263,D0173,M028,2026-08-21 01:43:00,3205.56,Chennai,0
T00186,U0573,D0429,M052,2026-08-19 16:14:00,5068.01,Delhi,0
T00187,U0633,D0452,M033,2026-08-07 06:49:00,5234.96,Delhi,0
T00188,U0483,D0415,M087,2026-08-24 21:57:00,3830.57,Chennai,0
T00189,U0621,D0348,M069,2026-08-25 20:40:00,3607.44,Pune,0
T00190,U0848,D0405,M059,2026-08-28 18:21:00,4893.38,Chennai,0
T00191,U0436,D0361,M064,2026-08-11 05:36:00,9420.71,Hyderabad,0
T00192,U0940,D0223,M052,2026-08-23 06:07:00,3238.7,Hyderabad,0
T00193,U0724,D0483,M061,2026-08-14 02:20:00,1306.55,Pune,0
T00194,U0707,D0270,M076,2026-08-16 16:58:00,9550.63,Chennai,0
T00195,U0448,D0097,M062,2026-08-04 14:19:00,3529.0,Mumbai,0
T00196,U0822,D0207,M087,2026-08-10 17:43:00,2100.47,Delhi,0
T00197,U0428,D0363,M060,2026-08-07 05:56:00,1181.34,Pune,0
T00198,U0751,D0198,M057,2026-08-03 07:26:00,6731.36,Delhi,0
T00199,U0382,D0402,M055,2026-08-03 09:20:00,1091.96,Hyderabad,0
T00200,U0885,D0317,M038,2026-08-07 06:09:00,151.3,Delhi,0
T00201,U0312,D0284,M086,2026-08-22 17:30:00,6540.33,Hyderabad,0
T00202,U0479,D0222,M033,2026-08-05 01:42:00,6557.76,Chennai,0
T00203,U0698,D0454,M030,2026-08-08 23:13:00,4237.06,Chennai,0
T00204,U0188,D0279,M089,2026-08-09 11:30:00,9372.43,Hyderabad,0
T00205,U0189,D0080,M064,2026-08-26 20:21:00,6067.55,Hyderabad,0
T00206,U0442,D0308,M095,2026-08-24 20:41:00,4989.73,Chennai,0
T00207,U0667,D0315,M060,2026-08-09 18:36:00,8107.26,Hyderabad,0
T00208,U0317,D0450,M084,2026-08-30 12:06:00,2646.92,Chennai,0
T00209,U0165,D0453,M069,2026-08-14 10:14:00,5721.03,Chennai,0
T00210,U0330,D0388,M077,2026-08-20 11:09:00,5201.28,Bangalore,0
T00211,U0561,D0418,M038,2026-08-09 09:49:00,9818.68,Mumbai,0
T00212,U0482,D0203,M026,2026-08-12 20:50:00,3897.39,Mumbai,0
T00213,U0922,D0212,M068,2026-08-14 17:48:00,5866.36,Delhi,0
T00214,U0162,D0209,M072,2026-08-11 18:06:00,715.03,Bangalore,0
T00215,U0627,D0233,M046,2026-08-19 10:49:00,6892.13,Pune,0
T00216,U0939,D0235,M041,2026-08-30 01:38:00,9169.69,Hyderabad,0
T00217,U0527,D0390,M054,2026-08-10 23:20:00,9577.87,Mumbai,0
T00218,U0307,D0308,M073,2026-08-19 22:12:00,7049.21,Mumbai,0
T00219,U0926,D0351,M053,2026-08-12 06:17:00,6835.39,Delhi,0
T00220,U0957,D0117,M093,2026-08-21 07:58:00,5328.91,Hyderabad,0
T00221,U0230,D0364,M040,2026-08-03 19:27:00,8304.86,Delhi,0
T00222,U0358,D0369,M094,2026-08-07 19:40:00,1728.92,Delhi,0
T00223,U0603,D0135,M052,2026-08-27 12:57:00,4939.4,Delhi,0
T00224,U0607,D0490,M033,2026-08-21 15:16:00,1406.25,Mumbai,0
T00225,U0618,D0364,M033,2026-08-26 10:21:00,4677.55,Hyderabad,0
T00226,U0891,D0087,M076,2026-08-12 13:56:00,8182.89,Pune,0
T00227,U0374,D0372,M035,2026-08-03 01:28:00,4294.6,Pune,0
T00228,U0216,D0353,M033,2026-08-04 03:23:00,9862.76,Mumbai,0
T00229,U0183,D0222,M078,2026-08-09 04:35:00,7712.82,Pune,0
T00230,U0897,D0406,M079,2026-08-18 01:00:00,9929.28,Mumbai,0
T00231,U0610,D0269,M074,2026-08-04 15:39:00,6859.03,Pune,0
T00232,U0703,D0144,M070,2026-08-06 09:34:00,1866.89,Delhi,0
T00233,U0553,D0346,M042,2026-08-11 03:14:00,8364.73,Bangalore,0
T00234,U0456,D0313,M095,2026-08-20 07:15:00,5366.14,Chennai,0
T00235,U0404,D0311,M070,2026-08-08 01:26:00,2828.93,Pune,0
T00236,U0934,D0133,M030,2026-08-20 01:55:00,6187.74,Bangalore,0
T00237,U0397,D0181,M034,2026-08-05 14:12:00,5980.05,Mumbai,0
T00238,U0763,D0420,M032,2026-08-12 03:18:00,7431.36,Mumbai,0
T00239,U0600,D0195,M095,2026-08-10 21:18:00,7568.42,Bangalore,0
T00240,U0294,D0333,M063,2026-08-11 15:46:00,8176.28,Pune,0
T00241,U0740,D0239,M099,2026-08-28 05:05:00,7748.13,Hyderabad,0
T00242,U0393,D0230,M044,2026-08-24 17:20:00,2288.32,Hyderabad,0
T00243,U0432,D0107,M097,2026-08-27 22:15:00,8809.17,Chennai,0
T00244,U0792,D0423,M080,2026-08-26 07:08:00,5006.65,Hyderabad,0
T00245,U0809,D0419,M074,2026-08-24 20:51:00,3255.47,Mumbai,0
T00246,U0569,D0152,M064,2026-08-18 03:11:00,1920.4,Delhi,0
T00247,U0635,D0199,M054,2026-08-14 16:29:00,8589.66,Chennai,0
T00248,U0976,D0313,M033,2026-08-26 14:16:00,4185.51,Mumbai,0
T00249,U0721,D0347,M043,2026-08-18 16:15:00,2504.3,Chennai,0
T00250,U0489,D0407,M036,2026-08-21 11:17:00,8486.62,Bangalore,0
T00251,U0699,D0446,M050,2026-08-03 08:17:00,2757.77,Pune,0
T00252,U0770,D0384,M031,2026-08-04 07:29:00,1962.82,Delhi,0
T00253,U0892,D0419,M097,2026-08-10 21:02:00,4846.0,Hyderabad,0
T00254,U0461,D0083,M053,2026-08-09 15:33:00,9624.57,Bangalore,0
T00255,U0915,D0462,M087,2026-08-12 00:58:00,6986.7,Pune,0
T00256,U0360,D0279,M056,2026-08-26 03:01:00,3283.99,Hyderabad,0
T00257,U0540,D0314,M094,2026-08-30 12:34:00,3656.67,Hyderabad,0
T00258,U0519,D0338,M089,2026-08-22 05:00:00,1076.22,Pune,0
T00259,U0631,D0465,M066,2026-08-10 05:52:00,3769.98,Mumbai,0
T00260,U0197,D0364,M054,2026-08-07 15:23:00,260.58,Delhi,0
T00261,U0749,D0372,M079,2026-08-14 10:25:00,1608.87,Hyderabad,0
T00262,U0386,D0270,M098,2026-08-12 04:24:00,5043.08,Pune,0
T00263,U0852,D0248,M058,2026-08-23 05:42:00,9668.43,Pune,0
T00264,U0908,D0327,M084,2026-08-08 15:45:00,7354.45,Hyderabad,0
T00265,U0324,D0147,M095,2026-08-23 05:22:00,1922.07,Delhi,0
T00266,U0808,D0106,M093,2026-08-02 12:56:00,8406.78,Bangalore,0
T00267,U0988,D0418,M032,2026-08-01 06:58:00,4182.68,Pune,0
T00268,U0387,D0110,M045,2026-08-01 09:59:00,2265.32,Mumbai,0
T00269,U0533,D0106,M087,2026-08-23 04:52:00,255.74,Delhi,0
T00270,U0715,D0286,M027,2026-08-01 18:16:00,5341.23,Hyderabad,0
T00271,U0699,D0222,M028,2026-08-23 20:33:00,8150.26,Pune,0
T00272,U0591,D0488,M048,2026-08-05 20:53:00,9188.68,Delhi,0
T00273,U0303,D0199,M050,2026-08-29 04:57:00,5311.91,Hyderabad,0
T00274,U0424,D0483,M076,2026-08-04 14:18:00,3793.21,Mumbai,0
T00275,U0621,D0365,M057,2026-08-11 06:41:00,3069.75,Bangalore,0
T00276,U0820,D0408,M030,2026-08-05 06:07:00,4112.26,Mumbai,0
T00277,U0716,D0319,M033,2026-08-29 23:29:00,193.56,Chennai,0
T00278,U0235,D0331,M081,2026-08-30 08:24:00,7865.33,Delhi,0
T00279,U0248,D0346,M031,2026-08-11 10:57:00,2193.03,Pune,0
T00280,U0731,D0319,M060,2026-08-03 02:51:00,9249.18,Pune,0
T00281,U0438,D0354,M098,2026-08-30 22:49:00,425.73,Hyderabad,0
T00282,U0167,D0182,M044,2026-08-19 03:02:00,9295.86,Hyderabad,0
T00283,U0317,D0364,M056,2026-08-26 18:58:00,8363.04,Mumbai,0
T00284,U0844,D0352,M068,2026-08-18 11:15:00,7580.53,Chennai,0
T00285,U0960,D0428,M036,2026-08-23 18:59:00,7480.02,Hyderabad,0
T00286,U0205,D0126,M081,2026-08-11 13:33:00,8402.88,Hyderabad,0
T00287,U0770,D0469,M076,2026-08-15 20:29:00,393.29,Hyderabad,0
T00288,U0953,D0306,M088,2026-08-11 09:11:00,3622.53,Mumbai,0
T00289,U0593,D0171,M100,2026-08-18 07:08:00,948.37,Delhi,0
T00290,U0453,D0484,M057,2026-08-04 08:17:00,912.18,Chennai,0
T00291,U0540,D0440,M045,2026-08-18 17:34:00,3235.11,Bangalore,0
T00292,U0244,D0078,M065,2026-08-21 05:46:00,3663.18,Hyderabad,0
T00293,U0255,D0143,M037,2026-08-09 12:40:00,4366.7,Delhi,0
T00294,U0719,D0338,M078,2026-08-05 16:49:00,359.99,Hyderabad,0
T00295,U0718,D0123,M067,2026-08-18 12:46:00,222.17,Mumbai,0
T00296,U0548,D0474,M036,2026-08-26 11:09:00,9061.55,Chennai,0
T00297,U0736,D0342,M047,2026-08-18 07:51:00,1778.07,Hyderabad,0
T00298,U0459,D0213,M089,2026-08-07 15:23:00,726.34,Mumbai,0
T00299,U0433,D0291,M064,2026-08-23 00:54:00,7848.4,Hyderabad,0
T00300,U0408,D0202,M089,2026-08-28 00:35:00,6205.02,Mumbai,0
T00301,U0260,D0145,M064,2026-08-01 07:23:00,9493.35,Hyderabad,0
T00302,U0786,D0270,M068,2026-08-21 00:50:00,3413.89,Pune,0
T00303,U0759,D0145,M064,2026-08-15 14:15:00,6071.79,Pune,0
T00304,U0356,D0321,M066,2026-08-09 02:01:00,9649.29,Hyderabad,0
T00305,U0449,D0452,M088,2026-08-27 05:00:00,7841.55,Hyderabad,0
T00306,U0536,D0219,M076,2026-08-17 14:41:00,1227.49,Delhi,0
T00307,U0355,D0379,M095,2026-08-09 04:31:00,6848.96,Delhi,0
T00308,U0178,D0448,M085,2026-08-10 12:59:00,4440.7,Hyderabad,0
T00309,U0860,D0111,M078,2026-08-23 17:22:00,1477.87,Hyderabad,0
T00310,U0398,D0205,M045,2026-08-20 06:10:00,7911.86,Bangalore,0
T00311,U0610,D0382,M087,2026-08-27 11:57:00,4067.97,Delhi,0
T00312,U0859,D0290,M095,2026-08-02 16:09:00,7928.14,Hyderabad,0
T00313,U0869,D0491,M094,2026-08-28 00:36:00,6417.99,Bangalore,0
T00314,U0262,D0469,M057,2026-08-30 22:16:00,6680.47,Chennai,0
T00315,U0813,D0389,M031,2026-08-26 15:11:00,9837.72,Pune,0
T00316,U0813,D0280,M068,2026-08-20 14:10:00,1148.85,Bangalore,0
T00317,U0415,D0189,M091,2026-08-24 14:39:00,5624.13,Pune,0
T00318,U0740,D0189,M083,2026-08-18 00:38:00,3972.23,Pune,0
T00319,U0753,D0429,M090,2026-08-07 20:39:00,3515.18,Bangalore,0
T00320,U0645,D0129,M063,2026-08-19 22:21:00,9213.42,Bangalore,0
T00321,U0269,D0449,M044,2026-08-16 20:28:00,3187.71,Mumbai,0
T00322,U0954,D0181,M092,2026-08-22 23:29:00,3548.17,Bangalore,0
T00323,U0599,D0445,M083,2026-08-15 12:20:00,765.03,Bangalore,0
T00324,U0980,D0439,M040,2026-08-02 00:40:00,8506.88,Pune,0
T00325,U0262,D0422,M047,2026-08-12 02:25:00,5208.34,Delhi,0
T00326,U0314,D0245,M097,2026-08-20 09:42:00,9588.78,Chennai,0
T00327,U0967,D0283,M049,2026-08-09 11:35:00,6440.74,Mumbai,0
T00328,U0556,D0090,M051,2026-08-21 11:03:00,5962.81,Mumbai,0
T00329,U0155,D0436,M053,2026-08-10 08:46:00,2855.61,Pune,0
T00330,U0979,D0483,M034,2026-08-27 06:37:00,1107.35,Delhi,0
T00331,U0342,D0263,M067,2026-08-09 23:15:00,4629.75,Hyderabad,0
T00332,U0837,D0326,M093,2026-08-30 02:04:00,3202.7,Mumbai,0
T00333,U0776,D0276,M040,2026-08-16 20:01:00,3584.65,Mumbai,0
T00334,U0783,D0164,M064,2026-08-28 23:10:00,5942.67,Pune,0
T00335,U0288,D0236,M041,2026-08-11 20:35:00,3123.26,Chennai,0
T00336,U0533,D0431,M044,2026-08-24 05:57:00,3945.79,Delhi,0
T00337,U0292,D0370,M075,2026-08-20 06:04:00,1938.96,Pune,0
T00338,U0701,D0431,M048,2026-08-26 06:06:00,1751.97,Hyderabad,0
T00339,U0294,D0171,M066,2026-08-21 12:36:00,6232.16,Hyderabad,0
T00340,U0160,D0324,M043,2026-08-09 21:07:00,8170.64,Delhi,0
T00341,U0668,D0410,M089,2026-08-19 14:53:00,6878.5,Mumbai,0
T00342,U0878,D0303,M088,2026-08-08 14:41:00,918.44,Bangalore,0
T00343,U0965,D0465,M054,2026-08-14 07:02:00,423.68,Chennai,0
T00344,U0701,D0223,M047,2026-08-21 19:31:00,5699.94,Mumbai,0
