user_id,account_age_days,transaction_count,transactions_per_hour,unique_merchant_count,merchant_concentration_ratio,unique_device_count,max_shared_device_users,max_users_on_device_in_window,is_suspicious
U0026,575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0027,204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0028,734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0029,666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0030,719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0031,559,1.0,0.0,1.0,0.0,1.0,5.0,4.0,1.0
U0032,430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0033,226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0034,460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0035,604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0036,285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0037,829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0038,891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0039,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0040,778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0041,826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0042,164,1.0,0.0,1.0,0.0,1.0,5.0,4.0,1.0
U0043,715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0044,433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0045,349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0046,285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0047,160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0048,221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0049,981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0050,782,1.0,0.0,1.0,0.0,1.0,5.0,4.0,1.0
U0051,345,10.0,63.94316163410302,1.0,0.9,1.0,1.0,1.0,1.0
U0052,105,10.0,67.66917293233082,1.0,0.9,1.0,1.0,1.0,1.0
U0053,95,10.0,72.72727272727272,1.0,0.9,1.0,1.0,1.0,1.0
U0054,390,10.0,65.45454545454545,1.0,0.9,1.0,1.0,1.0,1.0
U0055,100,10.0,67.5422138836773,1.0,0.9,1.0,1.0,1.0,1.0
U0056,368,11.0,1.3499693188791164,2.0,0.8181818181818181,2.0,5.0,3.0,1.0
U0057,868,10.0,69.4980694980695,1.0,0.9,1.0,1.0,1.0,1.0
U0058,353,12.0,0.5707491082045185,3.0,0.75,3.0,5.0,5.0,1.0
U0059,619,10.0,76.59574468085106,1.0,0.9,1.0,1.0,1.0,1.0
U0060,271,10.0,61.74957118353345,1.0,0.9,1.0,1.0,1.0,1.0
U0061,827,5.0,45.22613065326633,1.0,0.8,1.0,6.0,6.0,1.0
U0062,45,5.0,31.578947368421055,1.0,0.8,1.0,6.0,6.0,1.0
U0063,748,6.0,0.12514194340803225,2.0,0.6666666666666667,2.0,6.0,6.0,1.0
U0064,471,5.0,65.6934306569343,1.0,0.8,1.0,6.0,6.0,1.0
U0065,550,5.0,24.226110363391655,1.0,0.8,1.0,6.0,6.0,1.0
U0066,128,5.0,61.64383561643836,1.0,0.8,1.0,6.0,6.0,1.0
U0067,997,5.0,34.22053231939164,1.0,0.8,1.0,6.0,6.0,1.0
U0068,945,6.0,0.12210702454577319,2.0,0.6666666666666667,2.0,6.0,6.0,1.0
U0069,388,7.0,0.22088019002708412,3.0,0.5714285714285714,3.0,6.0,6.0,1.0
U0070,81,5.0,26.90582959641256,1.0,0.8,1.0,6.0,6.0,1.0
U0071,566,5.0,45.45454545454545,1.0,0.8,1.0,6.0,6.0,1.0
U0072,301,5.0,34.02646502835539,1.0,0.8,1.0,6.0,6.0,1.0
U0073,850,5.0,25.53191489361702,1.0,0.8,1.0,6.0,6.0,1.0
U0074,644,6.0,0.20136668313647255,2.0,0.6666666666666667,2.0,6.0,6.0,1.0
U0075,634,5.0,25.35211267605634,1.0,0.8,1.0,6.0,6.0,1.0
U0076,907,5.0,62.28373702422145,1.0,0.8,1.0,6.0,6.0,1.0
U0077,883,5.0,21.686746987951807,1.0,0.8,1.0,6.0,6.0,1.0
U0078,371,5.0,24.861878453038674,1.0,0.8,1.0,6.0,6.0,1.0
U0079,592,5.0,27.649769585253456,1.0,0.8,1.0,6.0,6.0,1.0
U0080,197,5.0,42.25352112676056,1.0,0.8,1.0,6.0,6.0,1.0
U0081,722,7.0,0.13995257162850366,3.0,0.5714285714285714,3.0,6.0,6.0,1.0
U0082,72,5.0,96.2566844919786,1.0,0.8,1.0,6.0,6.0,1.0
U0083,47,5.0,44.33497536945813,1.0,0.8,1.0,6.0,6.0,1.0
U0084,678,6.0,0.14258931636344432,2.0,0.6666666666666667,2.0,6.0,6.0,1.0
U0085,234,6.0,0.13900418943182039,2.0,0.6666666666666667,2.0,6.0,6.0,1.0
U0086,792,5.0,34.61538461538462,1.0,0.8,1.0,6.0,6.0,1.0
U0087,297,6.0,0.18211404048664917,2.0,0.6666666666666667,2.0,6.0,6.0,1.0
U0088,82,5.0,29.459901800327334,1.0,0.8,1.0,6.0,6.0,1.0
U0089,876,7.0,0.1488411652136934,3.0,0.5714285714285714,3.0,6.0,6.0,1.0
U0090,239,5.0,30.82191780821918,1.0,0.8,1.0,6.0,6.0,1.0
U0091,888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0092,104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0093,390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0094,285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0095,465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0096,651,1.0,0.0,1.0,0.0,1.0,5.0,5.0,1.0
U0097,855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0098,374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0099,167,1.0,0.0,1.0,0.0,1.0,5.0,4.0,1.0
U0100,380,2.0,0.273972602739726,2.0,0.0,2.0,5.0,5.0,1.0
U0101,364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0102,215,1.0,0.0,1.0,0.0,1.0,5.0,4.0,1.0
U0103,687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0104,274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0105,719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0106,960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0107,700,2.0,0.12257405515832483,2.0,0.0,2.0,5.0,4.0,1.0
U0108,664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0109,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0110,624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0111,651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0112,176,1.0,0.0,1.0,0.0,1.0,5.0,3.0,1.0
U0113,547,1.0,0.0,1.0,0.0,1.0,5.0,5.0,1.0
U0114,747,1.0,0.0,1.0,0.0,1.0,5.0,4.0,1.0
U0115,251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0116,168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0117,474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0118,389,1.0,0.0,1.0,0.0,1.0,5.0,5.0,1.0
U0119,277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0120,948,1.0,0.0,1.0,0.0,1.0,5.0,4.0,1.0
U0121,656,1.0,0.0,1.0,0.0,1.0,5.0,5.0,1.0
U0122,705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0123,571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0124,225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0125,702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0126,333,1.0,0.0,1.0,0.0,1.0,5.0,4.0,1.0
U0127,864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0128,787,1.0,0.0,1.0,0.0,1.0,5.0,4.0,1.0
U0129,795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0130,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0131,235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0132,842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0133,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0134,825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0135,324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0136,411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0137,275,1.0,0.0,1.0,0.0,1.0,5.0,4.0,1.0
U0138,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0139,217,1.0,0.0,1.0,0.0,1.0,5.0,4.0,1.0
U0140,936,1.0,0.0,1.0,0.0,1.0,5.0,4.0,1.0
U0141,966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0142,581,1.0,0.0,1.0,0.0,1.0,5.0,5.0,1.0
U0143,898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0144,736,1.0,0.0,1.0,0.0,1.0,5.0,3.0,1.0
U0145,323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0146,218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0147,672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0148,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0149,406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U0150,906,1.0,0.0,1.0,0.0,1.0,5.0,4.0,1.0
U0151,937,15.0,0.025637373593505198,14.0,0.06666666666666665,15.0,34.0,2.0,0.0
U0152,659,6.0,0.010952569290212662,6.0,0.0,6.0,36.0,2.0,0.0
U0153,470,18.0,0.025489733301864527,17.0,0.05555555555555558,18.0,32.0,2.0,0.0
U0154,147,13.0,0.02311522048364154,12.0,0.07692307692307687,13.0,34.0,2.0,0.0
U0155,272,13.0,0.02192920801821811,13.0,0.0,12.0,28.0,2.0,0.0
U0156,143,8.0,0.012959663048760733,8.0,0.0,8.0,31.0,2.0,0.0
U0157,253,10.0,0.018102824040550327,9.0,0.09999999999999998,10.0,31.0,2.0,0.0
U0158,763,7.0,0.011528643188493316,7.0,0.0,7.0,31.0,2.0,0.0
U0159,575,12.0,0.020892577331553596,12.0,0.0,12.0,30.0,2.0,0.0
U0160,552,17.0,0.026034355139232752,17.0,0.0,17.0,28.0,2.0,0.0
U0161,270,10.0,0.016139444803098774,10.0,0.0,10.0,31.0,2.0,0.0
U0162,765,13.0,0.023122758130021046,13.0,0.0,13.0,27.0,2.0,0.0
U0163,599,15.0,0.0237467018469657,13.0,0.1333333333333333,15.0,38.0,2.0,0.0
U0164,439,10.0,0.01894357970511161,9.0,0.09999999999999998,9.0,29.0,2.0,0.0
U0165,920,11.0,0.020608899297423888,10.0,0.09090909090909094,11.0,31.0,2.0,0.0
U0166,598,8.0,0.01757791042589812,7.0,0.125,8.0,34.0,2.0,0.0
U0167,409,14.0,0.02249899558055444,13.0,0.0714285714285714,13.0,33.0,2.0,0.0
U0168,371,8.0,0.012490567019698666,8.0,0.0,8.0,32.0,3.0,0.0
U0169,225,8.0,0.013027194268034522,8.0,0.0,8.0,37.0,2.0,0.0
U0170,142,10.0,0.01651300399064263,9.0,0.09999999999999998,10.0,37.0,2.0,0.0
U0171,522,14.0,0.02070495439980281,14.0,0.0,14.0,31.0,2.0,0.0
U0172,506,11.0,0.0210030549898167,11.0,0.0,11.0,28.0,2.0,0.0
U0173,94,11.0,0.01940948123750147,10.0,0.09090909090909094,11.0,38.0,2.0,0.0
U0174,774,12.0,0.02052802645834521,12.0,0.0,12.0,38.0,2.0,0.0
U0175,49,11.0,0.02161949685534591,11.0,0.0,11.0,29.0,2.0,0.0
U0176,882,16.0,0.02942709131594274,14.0,0.125,15.0,38.0,3.0,0.0
U0177,113,7.0,0.010688382745896426,7.0,0.0,7.0,31.0,2.0,0.0
U0178,157,13.0,0.02092050209205021,12.0,0.07692307692307687,13.0,32.0,3.0,0.0
U0179,643,11.0,0.017955275042167693,10.0,0.09090909090909094,11.0,34.0,2.0,0.0
U0180,164,13.0,0.0185953368616793,13.0,0.0,13.0,32.0,2.0,0.0
U0181,812,9.0,0.019249964351917864,9.0,0.0,8.0,30.0,2.0,0.0
U0182,697,12.0,0.018976332296663328,10.0,0.16666666666666663,12.0,32.0,2.0,0.0
U0183,433,8.0,0.013100794235650536,6.0,0.25,8.0,31.0,2.0,0.0
U0184,611,17.0,0.03040691608287375,16.0,0.05882352941176472,17.0,34.0,2.0,0.0
U0185,66,7.0,0.017899761336515514,7.0,0.0,7.0,31.0,2.0,0.0
U0186,395,7.0,0.010648547233913088,6.0,0.1428571428571429,7.0,29.0,2.0,0.0
U0187,391,8.0,0.021709633649932156,8.0,0.0,8.0,26.0,2.0,0.0
U0188,611,10.0,0.015854141894569955,9.0,0.09999999999999998,10.0,37.0,2.0,0.0
U0189,480,21.0,0.030449492508458194,18.0,0.1428571428571429,21.0,29.0,3.0,0.0
U0190,542,10.0,0.017542320849048332,10.0,0.0,9.0,29.0,2.0,0.0
U0191,258,11.0,0.017530811729706757,11.0,0.0,11.0,31.0,2.0,0.0
U0192,995,6.0,0.012985139229548406,6.0,0.0,6.0,25.0,2.0,0.0
U0193,567,11.0,0.022425333831674086,10.0,0.09090909090909094,11.0,33.0,2.0,0.0
U0194,882,16.0,0.024382810118866196,16.0,0.0,15.0,31.0,2.0,0.0
U0195,966,12.0,0.02272440348440853,10.0,0.16666666666666663,12.0,31.0,2.0,0.0
U0196,12,11.0,0.01799492870191128,11.0,0.0,11.0,29.0,2.0,0.0
U0197,697,12.0,0.019506380211860963,12.0,0.0,12.0,33.0,2.0,0.0
U0198,739,12.0,0.01700077920238011,11.0,0.08333333333333337,11.0,36.0,2.0,0.0
U0199,118,10.0,0.016000426678044747,10.0,0.0,10.0,36.0,2.0,0.0
U0200,699,10.0,0.017186560109993983,10.0,0.0,10.0,29.0,2.0,0.0
U0201,907,10.0,0.0159383716296985,9.0,0.09999999999999998,10.0,30.0,2.0,0.0
U0202,550,9.0,0.015711833338182664,9.0,0.0,9.0,29.0,2.0,0.0
U0203,769,15.0,0.03242191721603804,13.0,0.1333333333333333,15.0,31.0,2.0,0.0
U0204,274,13.0,0.023554991846348978,12.0,0.07692307692307687,13.0,29.0,2.0,0.0
U0205,788,15.0,0.024281667341157425,15.0,0.0,15.0,32.0,2.0,0.0
U0206,657,13.0,0.020074636468922918,13.0,0.0,12.0,32.0,2.0,0.0
U0207,349,15.0,0.022547349433811002,14.0,0.06666666666666665,14.0,37.0,2.0,0.0
U0208,115,7.0,0.014818473697209188,6.0,0.1428571428571429,7.0,36.0,2.0,0.0
U0209,301,6.0,0.01075011944577162,6.0,0.0,6.0,36.0,2.0,0.0
U0210,446,14.0,0.027221466070386936,14.0,0.0,14.0,31.0,2.0,0.0
U0211,162,12.0,0.017814726840855107,10.0,0.16666666666666663,12.0,37.0,2.0,0.0
U0212,465,13.0,0.021853636669281633,11.0,0.15384615384615385,13.0,31.0,2.0,0.0
U0213,4,14.0,0.020720276270350273,14.0,0.0,13.0,38.0,2.0,0.0
U0214,977,8.0,0.0134850400337126,8.0,0.0,8.0,29.0,2.0,0.0
U0215,740,17.0,0.02855623057756376,14.0,0.17647058823529416,16.0,37.0,2.0,0.0
U0216,897,11.0,0.018811994071371563,11.0,0.0,11.0,38.0,3.0,0.0
U0217,737,11.0,0.020877487109733337,10.0,0.09090909090909094,11.0,29.0,2.0,0.0
U0218,270,14.0,0.020871639417581873,12.0,0.1428571428571429,14.0,31.0,2.0,0.0
U0219,996,22.0,0.03246673389576211,20.0,0.09090909090909094,22.0,29.0,2.0,0.0
U0220,513,13.0,0.023148148148148147,13.0,0.0,12.0,33.0,2.0,0.0
U0221,781,9.0,0.0167027528611197,8.0,0.11111111111111116,9.0,30.0,2.0,0.0
U0222,183,11.0,0.017571417161417427,9.0,0.18181818181818177,11.0,29.0,2.0,0.0
U0223,520,10.0,0.014725010430215721,8.0,0.19999999999999996,10.0,29.0,3.0,0.0
U0224,935,8.0,0.013556641342107493,8.0,0.0,8.0,31.0,2.0,0.0
U0225,109,17.0,0.028757506555019876,15.0,0.11764705882352944,17.0,29.0,2.0,0.0
U0226,892,6.0,0.017460471432728684,6.0,0.0,6.0,29.0,2.0,0.0
U0227,641,20.0,0.02944062806673209,17.0,0.15000000000000002,20.0,33.0,2.0,0.0
U0228,306,15.0,0.02474158786012756,13.0,0.1333333333333333,15.0,31.0,2.0,0.0
U0229,862,13.0,0.020581017968811843,13.0,0.0,13.0,29.0,2.0,0.0
U0230,655,12.0,0.022934318659616485,12.0,0.0,12.0,29.0,2.0,0.0
U0231,520,10.0,0.01707796089146956,9.0,0.09999999999999998,10.0,31.0,2.0,0.0
U0232,624,12.0,0.01888722751239474,11.0,0.08333333333333337,12.0,36.0,2.0,0.0
U0233,204,7.0,0.014504264944572987,7.0,0.0,7.0,33.0,2.0,0.0
U0234,157,7.0,0.012743878386989108,7.0,0.0,7.0,26.0,2.0,0.0
U0235,383,20.0,0.029656723426340112,17.0,0.15000000000000002,20.0,36.0,2.0,0.0
U0236,781,8.0,0.01517114953064256,8.0,0.0,8.0,29.0,2.0,0.0
U0237,166,4.0,0.008632161996906808,4.0,0.0,4.0,26.0,2.0,0.0
U0238,553,8.0,0.014300184710719182,8.0,0.0,8.0,37.0,2.0,0.0
U0239,977,4.0,0.013701758392327014,4.0,0.0,4.0,32.0,2.0,0.0
U0240,798,9.0,0.021649360542035843,9.0,0.0,9.0,37.0,2.0,0.0
U0241,945,16.0,0.02741368971129958,14.0,0.125,16.0,32.0,2.0,0.0
U0242,544,8.0,0.016982133380505925,8.0,0.0,8.0,28.0,2.0,0.0
U0243,941,13.0,0.025508535548433516,11.0,0.15384615384615385,13.0,32.0,2.0,0.0
U0244,1,13.0,0.018384085980955974,12.0,0.07692307692307687,13.0,37.0,2.0,0.0
U0245,614,10.0,0.020654755757513167,8.0,0.19999999999999996,9.0,30.0,2.0,0.0
U0246,332,20.0,0.029923694578824,18.0,0.09999999999999998,20.0,31.0,2.0,0.0
U0247,501,7.0,0.010223206679161696,7.0,0.0,7.0,33.0,2.0,0.0
U0248,20,14.0,0.025106853573243267,12.0,0.1428571428571429,13.0,37.0,2.0,0.0
U0249,115,10.0,0.017349564815082555,10.0,0.0,10.0,31.0,2.0,0.0
U0250,952,8.0,0.012362212836097662,7.0,0.125,7.0,34.0,2.0,0.0
U0251,372,9.0,0.017696214976241194,9.0,0.0,9.0,31.0,2.0,0.0
U0252,900,7.0,0.014710002801905295,7.0,0.0,7.0,28.0,2.0,0.0
U0253,852,12.0,0.024058542453303036,12.0,0.0,11.0,37.0,2.0,0.0
U0254,827,12.0,0.02155365963179165,12.0,0.0,12.0,31.0,2.0,0.0
U0255,315,7.0,0.016784558206450067,7.0,0.0,7.0,31.0,2.0,0.0
U0256,246,11.0,0.02293577981651376,11.0,0.0,11.0,27.0,2.0,0.0
U0257,60,14.0,0.026082096503757066,13.0,0.0714285714285714,14.0,37.0,2.0,0.0
U0258,247,14.0,0.021743632221992132,13.0,0.0714285714285714,14.0,27.0,2.0,0.0
U0259,900,12.0,0.017276544691061786,12.0,0.0,12.0,30.0,2.0,0.0
U0260,581,15.0,0.021894613924974455,14.0,0.06666666666666665,15.0,37.0,2.0,0.0
U0261,970,8.0,0.012090375557290749,8.0,0.0,7.0,34.0,2.0,0.0
U0262,81,13.0,0.020575588910285155,13.0,0.0,13.0,37.0,2.0,0.0
U0263,88,16.0,0.02258982987034379,12.0,0.25,16.0,31.0,2.0,0.0
U0264,750,7.0,0.020893443438463832,7.0,0.0,7.0,31.0,2.0,0.0
U0265,498,11.0,0.01570867547304534,10.0,0.09090909090909094,10.0,31.0,2.0,0.0
U0266,836,8.0,0.013065490772497143,6.0,0.25,8.0,31.0,2.0,0.0
U0267,71,11.0,0.017887633140905763,10.0,0.09090909090909094,11.0,29.0,2.0,0.0
U0268,779,10.0,0.014882797966017613,10.0,0.0,10.0,31.0,1.0,0.0
U0269,546,15.0,0.023618947644666054,14.0,0.06666666666666665,15.0,37.0,2.0,0.0
U0270,785,9.0,0.013094718463553034,8.0,0.11111111111111116,9.0,26.0,2.0,0.0
U0271,129,12.0,0.023724010675804805,11.0,0.08333333333333337,12.0,33.0,2.0,0.0
U0272,132,13.0,0.02022978966205877,13.0,0.0,13.0,27.0,2.0,0.0
U0273,676,11.0,0.015476246306804858,10.0,0.09090909090909094,11.0,32.0,2.0,0.0
U0274,487,12.0,0.01922306768121746,10.0,0.16666666666666663,12.0,38.0,2.0,0.0
U0275,970,7.0,0.011323196376577159,7.0,0.0,7.0,37.0,2.0,0.0
U0276,563,8.0,0.012076686962210035,8.0,0.0,8.0,28.0,1.0,0.0
U0277,170,10.0,0.017642388779440736,10.0,0.0,10.0,33.0,3.0,0.0
U0278,272,11.0,0.015781167806417674,9.0,0.18181818181818177,10.0,34.0,2.0,0.0
U0279,541,7.0,0.012303365849371648,7.0,0.0,7.0,29.0,2.0,0.0
U0280,894,17.0,0.02494619448248875,15.0,0.11764705882352944,17.0,38.0,2.0,0.0
U0281,622,5.0,0.00966121344840912,5.0,0.0,5.0,27.0,2.0,0.0
U0282,434,9.0,0.014468677991533145,8.0,0.11111111111111116,9.0,29.0,2.0,0.0
U0283,988,12.0,0.02081225610637375,11.0,0.08333333333333337,12.0,38.0,2.0,0.0
U0284,217,15.0,0.023097058974490582,14.0,0.06666666666666665,14.0,27.0,2.0,0.0
U0285,952,19.0,0.030185082214631818,17.0,0.10526315789473684,19.0,29.0,2.0,0.0
U0286,553,8.0,0.01515773518173493,7.0,0.125,8.0,33.0,2.0,0.0
U0287,774,12.0,0.018573455436605185,9.0,0.25,11.0,38.0,2.0,0.0
U0288,748,7.0,0.014178651002633179,7.0,0.0,7.0,37.0,2.0,0.0
U0289,707,13.0,0.021089060725679988,12.0,0.07692307692307687,13.0,32.0,2.0,0.0
U0290,206,12.0,0.019067291650115198,11.0,0.08333333333333337,12.0,29.0,2.0,0.0
U0291,731,15.0,0.023433838462740195,13.0,0.1333333333333333,15.0,37.0,2.0,0.0
U0292,320,13.0,0.02095534898715813,13.0,0.0,13.0,32.0,2.0,0.0
U0293,409,13.0,0.01968454258675079,12.0,0.07692307692307687,13.0,37.0,2.0,0.0
U0294,688,13.0,0.01882193962500905,10.0,0.23076923076923073,13.0,36.0,2.0,0.0
U0295,666,14.0,0.021322502855692347,13.0,0.0714285714285714,14.0,32.0,2.0,0.0
U0296,383,12.0,0.02266645679206674,11.0,0.08333333333333337,11.0,37.0,2.0,0.0
U0297,449,14.0,0.023038314911823593,12.0,0.1428571428571429,14.0,27.0,2.0,0.0
U0298,922,14.0,0.02273834659736885,12.0,0.1428571428571429,14.0,37.0,2.0,0.0
U0299,530,8.0,0.0118098612341305,8.0,0.0,8.0,27.0,2.0,0.0
U0300,463,14.0,0.021987226468432625,13.0,0.0714285714285714,13.0,29.0,2.0,0.0
U0301,124,8.0,0.011643985153918929,8.0,0.0,7.0,33.0,2.0,0.0
U0302,254,13.0,0.019484899203117585,12.0,0.07692307692307687,13.0,28.0,2.0,0.0
U0303,231,16.0,0.023164346210457737,14.0,0.125,16.0,34.0,2.0,0.0
U0304,66,10.0,0.01481115773882992,10.0,0.0,10.0,37.0,2.0,0.0
U0305,347,14.0,0.020899161545542756,14.0,0.0,14.0,37.0,2.0,0.0
U0306,22,9.0,0.01344721966282342,8.0,0.11111111111111116,9.0,27.0,2.0,0.0
U0307,603,12.0,0.019139264733246498,11.0,0.08333333333333337,12.0,32.0,2.0,0.0
U0308,568,21.0,0.03140030403468986,17.0,0.19047619047619047,21.0,28.0,3.0,0.0
U0309,236,15.0,0.025250399797996804,13.0,0.1333333333333333,15.0,32.0,2.0,0.0
U0310,603,12.0,0.01805869074492099,12.0,0.0,12.0,28.0,2.0,0.0
U0311,226,11.0,0.03286525246489393,10.0,0.09090909090909094,10.0,27.0,2.0,0.0
U0312,8,10.0,0.015076513305022993,10.0,0.0,10.0,38.0,2.0,0.0
U0313,73,7.0,0.013297451321829983,7.0,0.0,7.0,29.0,2.0,0.0
U0314,725,9.0,0.018515343733927655,9.0,0.0,9.0,32.0,2.0,0.0
U0315,647,9.0,0.01646241082860801,9.0,0.0,9.0,38.0,2.0,0.0
U0316,61,9.0,0.014096272319097838,8.0,0.11111111111111116,9.0,34.0,2.0,0.0
U0317,235,13.0,0.01982664395922829,12.0,0.07692307692307687,13.0,32.0,2.0,0.0
U0318,70,7.0,0.018484288354898338,7.0,0.0,7.0,34.0,2.0,0.0
U0319,928,12.0,0.01750759878419453,12.0,0.0,12.0,31.0,2.0,0.0
U0320,33,19.0,0.032314757072396394,16.0,0.1578947368421053,19.0,32.0,2.0,0.0
U0321,881,14.0,0.02473862465027242,13.0,0.0714285714285714,13.0,33.0,2.0,0.0
U0322,339,12.0,0.019211270612092428,11.0,0.08333333333333337,12.0,37.0,2.0,0.0
U0323,73,16.0,0.02708497912199526,12.0,0.25,16.0,37.0,2.0,0.0
U0324,527,10.0,0.015115634604726154,10.0,0.0,10.0,28.0,2.0,0.0
