user_id,account_age_days,transaction_count,transactions_per_hour,unique_merchant_count,merchant_concentration_ratio,unique_device_count,max_shared_device_users,max_users_on_device_in_window,is_suspicious,velocity_score,short_window_device_score,merchant_score,account_age_score,shared_device_score,risk_score,risk_level
U0034,460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
U0035,604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
U0036,285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
U0037,829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
U0038,891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
U0039,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7666666666666667,0.0,7.67,LOW
U0040,778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
U0041,826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
U0042,164,1.0,0.0,1.0,0.0,1.0,5.0,4.0,1.0,0.0,0.6,0.0,0.0,0.8,30.0,LOW
U0043,715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
U0044,433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
U0045,349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
U0046,285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
U0047,160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
U0048,221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
U0049,981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
U0050,782,1.0,0.0,1.0,0.0,1.0,5.0,4.0,1.0,0.0,0.6,0.0,0.0,0.8,30.0,LOW
U0051,345,10.0,63.94316163410302,1.0,0.9,1.0,1.0,1.0,1.0,0.6394316163410302,0.0,0.9,0.0,0.0,32.68,LOW
U0052,105,10.0,67.66917293233082,1.0,0.9,1.0,1.0,1.0,1.0,0.6766917293233082,0.0,0.9,0.0,0.0,33.8,LOW
U0053,95,10.0,72.72727272727272,1.0,0.9,1.0,1.0,1.0,1.0,0.7272727272727272,0.0,0.9,0.0,0.0,35.32,LOW
U0054,390,10.0,65.45454545454545,1.0,0.9,1.0,1.0,1.0,1.0,0.6545454545454545,0.0,0.9,0.0,0.0,33.14,LOW
U0055,100,10.0,67.5422138836773,1.0,0.9,1.0,1.0,1.0,1.0,0.675422138836773,0.0,0.9,0.0,0.0,33.76,LOW
U0056,368,11.0,1.3499693188791164,2.0,0.8181818181818181,2.0,5.0,3.0,1.0,0.013499693188791163,0.4,0.8181818181818181,0.0,0.8,36.68,LOW
U0057,868,10.0,69.4980694980695,1.0,0.9,1.0,1.0,1.0,1.0,0.6949806949806949,0.0,0.9,0.0,0.0,34.35,LOW
U0058,353,12.0,0.5707491082045185,3.0,0.75,3.0,5.0,5.0,1.0,0.005707491082045185,0.8,0.75,0.0,0.8,47.42,MEDIUM
U0059,619,10.0,76.59574468085106,1.0,0.9,1.0,1.0,1.0,1.0,0.7659574468085105,0.0,0.9,0.0,0.0,36.48,LOW
U0060,271,10.0,61.74957118353345,1.0,0.9,1.0,1.0,1.0,1.0,0.6174957118353345,0.0,0.9,0.0,0.0,32.02,LOW
U0061,827,5.0,45.22613065326633,1.0,0.8,1.0,6.0,6.0,1.0,0.45226130653266333,1.0,0.8,0.0,1.0,70.57,HIGH
U0062,45,5.0,31.57894736842105,1.0,0.8,1.0,6.0,6.0,1.0,0.3157894736842105,1.0,0.8,0.0,1.0,66.47,MEDIUM
U0063,748,6.0,0.1251419434080322,2.0,0.6666666666666667,2.0,6.0,6.0,1.0,0.001251419434080322,1.0,0.6666666666666667,0.0,1.0,55.04,MEDIUM
U0064,471,5.0,65.6934306569343,1.0,0.8,1.0,6.0,6.0,1.0,0.6569343065693429,1.0,0.8,0.0,1.0,76.71,HIGH
U0065,550,5.0,24.22611036339165,1.0,0.8,1.0,6.0,6.0,1.0,0.2422611036339165,1.0,0.8,0.0,1.0,64.27,MEDIUM
U0066,128,5.0,61.64383561643836,1.0,0.8,1.0,6.0,6.0,1.0,0.6164383561643836,1.0,0.8,0.0,1.0,75.49,HIGH
U0067,997,5.0,34.22053231939164,1.0,0.8,1.0,6.0,6.0,1.0,0.3422053231939164,1.0,0.8,0.0,1.0,67.27,MEDIUM
U0068,945,6.0,0.1221070245457731,2.0,0.6666666666666667,2.0,6.0,6.0,1.0,0.001221070245457731,1.0,0.6666666666666667,0.0,1.0,55.04,MEDIUM
U0069,388,7.0,0.2208801900270841,3.0,0.5714285714285714,3.0,6.0,6.0,1.0,0.0022088019002708408,1.0,0.5714285714285714,0.0,1.0,53.64,MEDIUM
U0070,81,5.0,26.90582959641256,1.0,0.8,1.0,6.0,6.0,1.0,0.2690582959641256,1.0,0.8,0.0,1.0,65.07,MEDIUM
U0071,566,5.0,45.45454545454545,1.0,0.8,1.0,6.0,6.0,1.0,0.45454545454545453,1.0,0.8,0.0,1.0,70.64,HIGH
U0072,301,5.0,34.02646502835539,1.0,0.8,1.0,6.0,6.0,1.0,0.3402646502835539,1.0,0.8,0.0,1.0,67.21,MEDIUM
U0073,850,5.0,25.53191489361702,1.0,0.8,1.0,6.0,6.0,1.0,0.2553191489361702,1.0,0.8,0.0,1.0,64.66,MEDIUM
U0074,644,6.0,0.2013666831364725,2.0,0.6666666666666667,2.0,6.0,6.0,1.0,0.002013666831364725,1.0,0.6666666666666667,0.0,1.0,55.06,MEDIUM
U0075,634,5.0,25.35211267605634,1.0,0.8,1.0,6.0,6.0,1.0,0.2535211267605634,1.0,0.8,0.0,1.0,64.61,MEDIUM
U0076,907,5.0,62.28373702422145,1.0,0.8,1.0,6.0,6.0,1.0,0.6228373702422145,1.0,0.8,0.0,1.0,75.69,HIGH
U0077,883,5.0,21.686746987951807,1.0,0.8,1.0,6.0,6.0,1.0,0.21686746987951808,1.0,0.8,0.0,1.0,63.51,MEDIUM
U0078,371,5.0,24.861878453038678,1.0,0.8,1.0,6.0,6.0,1.0,0.24861878453038677,1.0,0.8,0.0,1.0,64.46,MEDIUM
U0079,592,5.0,27.649769585253456,1.0,0.8,1.0,6.0,6.0,1.0,0.27649769585253453,1.0,0.8,0.0,1.0,65.29,MEDIUM
U0080,197,5.0,42.25352112676056,1.0,0.8,1.0,6.0,6.0,1.0,0.4225352112676056,1.0,0.8,0.0,1.0,69.68,MEDIUM
U0081,722,7.0,0.1399525716285036,3.0,0.5714285714285714,3.0,6.0,6.0,1.0,0.001399525716285036,1.0,0.5714285714285714,0.0,1.0,53.61,MEDIUM
U0082,72,5.0,96.2566844919786,1.0,0.8,1.0,6.0,6.0,1.0,0.9625668449197861,1.0,0.8,0.0,1.0,85.88,HIGH
U0083,47,5.0,44.33497536945813,1.0,0.8,1.0,6.0,6.0,1.0,0.4433497536945813,1.0,0.8,0.0,1.0,70.3,HIGH
U0084,678,6.0,0.1425893163634443,2.0,0.6666666666666667,2.0,6.0,6.0,1.0,0.001425893163634443,1.0,0.6666666666666667,0.0,1.0,55.04,MEDIUM
U0085,234,6.0,0.1390041894318203,2.0,0.6666666666666667,2.0,6.0,6.0,1.0,0.001390041894318203,1.0,0.6666666666666667,0.0,1.0,55.04,MEDIUM
U0086,792,5.0,34.61538461538462,1.0,0.8,1.0,6.0,6.0,1.0,0.3461538461538462,1.0,0.8,0.0,1.0,67.38,MEDIUM
U0087,297,6.0,0.1821140404866491,2.0,0.6666666666666667,2.0,6.0,6.0,1.0,0.0018211404048664908,1.0,0.6666666666666667,0.0,1.0,55.05,MEDIUM
U0088,82,5.0,29.459901800327334,1.0,0.8,1.0,6.0,6.0,1.0,0.2945990180032733,1.0,0.8,0.0,1.0,65.84,MEDIUM
U0089,876,7.0,0.1488411652136934,3.0,0.5714285714285714,3.0,6.0,6.0,1.0,0.001488411652136934,1.0,0.5714285714285714,0.0,1.0,53.62,MEDIUM
U0090,239,5.0,30.82191780821918,1.0,0.8,1.0,6.0,6.0,1.0,0.3082191780821918,1.0,0.8,0.0,1.0,66.25,MEDIUM
U0091,888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
U0092,104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
U0093,390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
U0094,285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
U0095,465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
U0096,651,1.0,0.0,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.8,0.0,0.0,0.8,36.0,LOW
U0097,855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
U0098,374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
U0099,167,1.0,0.0,1.0,0.0,1.0,5.0,4.0,1.0,0.0,0.6,0.0,0.0,0.8,30.0,LOW
U0100,380,2.0,0.273972602739726,2.0,0.0,2.0,5.0,5.0,1.0,0.0027397260273972603,0.8,0.0,0.0,0.8,36.08,LOW
U0101,364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
U0102,215,1.0,0.0,1.0,0.0,1.0,5.0,4.0,1.0,0.0,0.6,0.0,0.0,0.8,30.0,LOW
U0103,687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
U0104,274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
U0105,719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
U0106,960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
U0107,700,2.0,0.1225740551583248,2.0,0.0,2.0,5.0,4.0,1.0,0.001225740551583248,0.6,0.0,0.0,0.8,30.04,LOW
U0108,664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
U0109,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
U0110,624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
U0111,651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
U0112,176,1.0,0.0,1.0,0.0,1.0,5.0,3.0,1.0,0.0,0.4,0.0,0.0,0.8,24.0,LOW
U0113,547,1.0,0.0,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.8,0.0,0.0,0.8,36.0,LOW
U0114,747,1.0,0.0,1.0,0.0,1.0,5.0,4.0,1.0,0.0,0.6,0.0,0.0,0.8,30.0,LOW
U0115,251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
U0116,168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
U0117,474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
U0118,389,1.0,0.0,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.8,0.0,0.0,0.8,36.0,LOW
U0119,277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
U0120,948,1.0,0.0,1.0,0.0,1.0,5.0,4.0,1.0,0.0,0.6,0.0,0.0,0.8,30.0,LOW
U0121,656,1.0,0.0,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.8,0.0,0.0,0.8,36.0,LOW
U0122,705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
U0123,571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
U0124,225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
U0125,702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
U0126,333,1.0,0.0,1.0,0.0,1.0,5.0,4.0,1.0,0.0,0.6,0.0,0.0,0.8,30.0,LOW
U0127,864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
U0128,787,1.0,0.0,1.0,0.0,1.0,5.0,4.0,1.0,0.0,0.6,0.0,0.0,0.8,30.0,LOW
U0129,795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
U0130,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
U0131,235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
U0132,842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
U0133,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
U0134,825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
U0135,324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
U0136,411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
U0137,275,1.0,0.0,1.0,0.0,1.0,5.0,4.0,1.0,0.0,0.6,0.0,0.0,0.8,30.0,LOW
U0138,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
U0139,217,1.0,0.0,1.0,0.0,1.0,5.0,4.0,1.0,0.0,0.6,0.0,0.0,0.8,30.0,LOW
U0140,936,1.0,0.0,1.0,0.0,1.0,5.0,4.0,1.0,0.0,0.6,0.0,0.0,0.8,30.0,LOW
U0141,966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
U0142,581,1.0,0.0,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.8,0.0,0.0,0.8,36.0,LOW
U0143,898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
U0144,736,1.0,0.0,1.0,0.0,1.0,5.0,3.0,1.0,0.0,0.4,0.0,0.0,0.8,24.0,LOW
U0145,323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
U0146,218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
U0147,672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
U0148,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
U0149,406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
U0150,906,1.0,0.0,1.0,0.0,1.0,5.0,4.0,1.0,0.0,0.6,0.0,0.0,0.8,30.0,LOW
U0151,937,15.0,0.0256373735935051,14.0,0.0666666666666666,15.0,34.0,2.0,0.0,0.000256373735935051,0.2,0.0666666666666666,0.0,1.0,22.01,LOW
U0152,659,6.0,0.0109525692902126,6.0,0.0,6.0,36.0,2.0,0.0,0.000109525692902126,0.2,0.0,0.0,1.0,21.0,LOW
U0153,470,18.0,0.0254897333018645,17.0,0.0555555555555555,18.0,32.0,2.0,0.0,0.000254897333018645,0.2,0.0555555555555555,0.0,1.0,21.84,LOW
U0154,147,13.0,0.0231152204836415,12.0,0.0769230769230768,13.0,34.0,2.0,0.0,0.000231152204836415,0.2,0.0769230769230768,0.0,1.0,22.16,LOW
U0155,272,13.0,0.0219292080182181,13.0,0.0,12.0,28.0,2.0,0.0,0.000219292080182181,0.2,0.0,0.0,1.0,21.01,LOW
U0156,143,8.0,0.0129596630487607,8.0,0.0,8.0,31.0,2.0,0.0,0.000129596630487607,0.2,0.0,0.0,1.0,21.0,LOW
U0157,253,10.0,0.0181028240405503,9.0,0.0999999999999999,10.0,31.0,2.0,0.0,0.000181028240405503,0.2,0.0999999999999999,0.0,1.0,22.51,LOW
U0158,763,7.0,0.0115286431884933,7.0,0.0,7.0,31.0,2.0,0.0,0.000115286431884933,0.2,0.0,0.0,1.0,21.0,LOW
U0159,575,12.0,0.0208925773315535,12.0,0.0,12.0,30.0,2.0,0.0,0.00020892577331553498,0.2,0.0,0.0,1.0,21.01,LOW
U0160,552,17.0,0.0260343551392327,17.0,0.0,17.0,28.0,2.0,0.0,0.000260343551392327,0.2,0.0,0.0,1.0,21.01,LOW
U0161,270,10.0,0.0161394448030987,10.0,0.0,10.0,31.0,2.0,0.0,0.00016139444803098702,0.2,0.0,0.0,1.0,21.0,LOW
U0162,765,13.0,0.023122758130021,13.0,0.0,13.0,27.0,2.0,0.0,0.00023122758130021,0.2,0.0,0.0,1.0,21.01,LOW
U0163,599,15.0,0.0237467018469657,13.0,0.1333333333333333,15.0,38.0,2.0,0.0,0.000237467018469657,0.2,0.1333333333333333,0.0,1.0,23.01,LOW
U0164,439,10.0,0.0189435797051116,9.0,0.0999999999999999,9.0,29.0,2.0,0.0,0.000189435797051116,0.2,0.0999999999999999,0.0,1.0,22.51,LOW
U0165,920,11.0,0.0206088992974238,10.0,0.0909090909090909,11.0,31.0,2.0,0.0,0.00020608899297423801,0.2,0.0909090909090909,0.0,1.0,22.37,LOW
U0166,598,8.0,0.0175779104258981,7.0,0.125,8.0,34.0,2.0,0.0,0.000175779104258981,0.2,0.125,0.0,1.0,22.88,LOW
U0167,409,14.0,0.0224989955805544,13.0,0.0714285714285714,13.0,33.0,2.0,0.0,0.00022498995580554402,0.2,0.0714285714285714,0.0,1.0,22.08,LOW
U0168,371,8.0,0.0124905670196986,8.0,0.0,8.0,32.0,3.0,0.0,0.00012490567019698599,0.4,0.0,0.0,1.0,27.0,LOW
U0169,225,8.0,0.0130271942680345,8.0,0.0,8.0,37.0,2.0,0.0,0.000130271942680345,0.2,0.0,0.0,1.0,21.0,LOW
U0170,142,10.0,0.0165130039906426,9.0,0.0999999999999999,10.0,37.0,2.0,0.0,0.00016513003990642602,0.2,0.0999999999999999,0.0,1.0,22.5,LOW
U0171,522,14.0,0.0207049543998028,14.0,0.0,14.0,31.0,2.0,0.0,0.000207049543998028,0.2,0.0,0.0,1.0,21.01,LOW
U0172,506,11.0,0.0210030549898167,11.0,0.0,11.0,28.0,2.0,0.0,0.000210030549898167,0.2,0.0,0.0,1.0,21.01,LOW
U0173,94,11.0,0.0194094812375014,10.0,0.0909090909090909,11.0,38.0,2.0,0.0,0.000194094812375014,0.2,0.0909090909090909,0.0,1.0,22.37,LOW
U0174,774,12.0,0.0205280264583452,12.0,0.0,12.0,38.0,2.0,0.0,0.000205280264583452,0.2,0.0,0.0,1.0,21.01,LOW
U0175,49,11.0,0.0216194968553459,11.0,0.0,11.0,29.0,2.0,0.0,0.000216194968553459,0.2,0.0,0.0,1.0,21.01,LOW
U0176,882,16.0,0.0294270913159427,14.0,0.125,15.0,38.0,3.0,0.0,0.000294270913159427,0.4,0.125,0.0,1.0,28.88,LOW
U0177,113,7.0,0.0106883827458964,7.0,0.0,7.0,31.0,2.0,0.0,0.000106883827458964,0.2,0.0,0.0,1.0,21.0,LOW
U0178,157,13.0,0.0209205020920502,12.0,0.0769230769230768,13.0,32.0,3.0,0.0,0.00020920502092050203,0.4,0.0769230769230768,0.0,1.0,28.16,LOW
U0179,643,11.0,0.0179552750421676,10.0,0.0909090909090909,11.0,34.0,2.0,0.0,0.000179552750421676,0.2,0.0909090909090909,0.0,1.0,22.37,LOW
U0180,164,13.0,0.0185953368616793,13.0,0.0,13.0,32.0,2.0,0.0,0.000185953368616793,0.2,0.0,0.0,1.0,21.01,LOW
U0181,812,9.0,0.0192499643519178,9.0,0.0,8.0,30.0,2.0,0.0,0.000192499643519178,0.2,0.0,0.0,1.0,21.01,LOW
U0182,697,12.0,0.0189763322966633,10.0,0.1666666666666666,12.0,32.0,2.0,0.0,0.000189763322966633,0.2,0.1666666666666666,0.0,1.0,23.51,LOW
U0183,433,8.0,0.0131007942356505,6.0,0.25,8.0,31.0,2.0,0.0,0.000131007942356505,0.2,0.25,0.0,1.0,24.75,LOW
U0184,611,17.0,0.0304069160828737,16.0,0.0588235294117647,17.0,34.0,2.0,0.0,0.000304069160828737,0.2,0.0588235294117647,0.0,1.0,21.89,LOW
U0185,66,7.0,0.0178997613365155,7.0,0.0,7.0,31.0,2.0,0.0,0.000178997613365155,0.2,0.0,0.0,1.0,21.01,LOW
U0186,395,7.0,0.010648547233913,6.0,0.1428571428571429,7.0,29.0,2.0,0.0,0.00010648547233913,0.2,0.1428571428571429,0.0,1.0,23.15,LOW
U0187,391,8.0,0.0217096336499321,8.0,0.0,8.0,26.0,2.0,0.0,0.000217096336499321,0.2,0.0,0.0,1.0,21.01,LOW
U0188,611,10.0,0.0158541418945699,9.0,0.0999999999999999,10.0,37.0,2.0,0.0,0.00015854141894569899,0.2,0.0999999999999999,0.0,1.0,22.5,LOW
U0189,480,21.0,0.0304494925084581,18.0,0.1428571428571429,21.0,29.0,3.0,0.0,0.000304494925084581,0.4,0.1428571428571429,0.0,1.0,29.15,LOW
U0190,542,10.0,0.0175423208490483,10.0,0.0,9.0,29.0,2.0,0.0,0.000175423208490483,0.2,0.0,0.0,1.0,21.01,LOW
