user_id,account_age_days,transaction_count,transactions_per_hour,unique_merchant_count,merchant_concentration_ratio,unique_device_count,max_shared_device_users,max_users_on_device_in_window,is_suspicious,velocity_score,short_window_device_score,merchant_score,account_age_score,shared_device_score,risk_score,risk_level,risk_reasons
U0015,90,2.0,0.1986754966887417,2.0,0.0,2.0,5.0,5.0,1.0,0.0019867549668874,0.8,0.0,0.0,0.8,36.06,LOW,No major risk indicators detected
U0016,605,1.0,0.0,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.8,0.0,0.0,0.8,36.0,LOW,No major risk indicators detected
U0017,433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0018,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0019,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0020,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0021,224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0022,239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0023,518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0024,617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0025,28,1.0,0.0,1.0,0.0,1.0,5.0,3.0,1.0,0.0,0.4,0.0,0.0666666666666666,0.8,24.67,LOW,Recently created account
U0026,575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0027,204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0028,734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0029,666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0030,719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0031,559,1.0,0.0,1.0,0.0,1.0,5.0,4.0,1.0,0.0,0.6,0.0,0.0,0.8,30.0,LOW,No major risk indicators detected
U0032,430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0033,226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0034,460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0035,604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0036,285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0037,829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0038,891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0039,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7666666666666667,0.0,7.67,LOW,Very new account; Recently created account
U0040,778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0041,826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0042,164,1.0,0.0,1.0,0.0,1.0,5.0,4.0,1.0,0.0,0.6,0.0,0.0,0.8,30.0,LOW,No major risk indicators detected
U0043,715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0044,433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0045,349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0046,285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0047,160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0048,221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0049,981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0050,782,1.0,0.0,1.0,0.0,1.0,5.0,4.0,1.0,0.0,0.6,0.0,0.0,0.8,30.0,LOW,No major risk indicators detected
U0051,345,10.0,63.94316163410302,1.0,0.9,1.0,1.0,1.0,1.0,0.6394316163410302,0.0,0.9,0.0,0.0,32.68,LOW,Very high transaction velocity; High merchant concentration
U0052,105,10.0,67.66917293233082,1.0,0.9,1.0,1.0,1.0,1.0,0.6766917293233082,0.0,0.9,0.0,0.0,33.8,LOW,Very high transaction velocity; High merchant concentration
U0053,95,10.0,72.72727272727272,1.0,0.9,1.0,1.0,1.0,1.0,0.7272727272727272,0.0,0.9,0.0,0.0,35.32,LOW,Very high transaction velocity; High merchant concentration
U0054,390,10.0,65.45454545454545,1.0,0.9,1.0,1.0,1.0,1.0,0.6545454545454545,0.0,0.9,0.0,0.0,33.14,LOW,Very high transaction velocity; High merchant concentration
U0055,100,10.0,67.5422138836773,1.0,0.9,1.0,1.0,1.0,1.0,0.675422138836773,0.0,0.9,0.0,0.0,33.76,LOW,Very high transaction velocity; High merchant concentration
U0056,368,11.0,1.3499693188791164,2.0,0.8181818181818181,2.0,5.0,3.0,1.0,0.0134996931887911,0.4,0.8181818181818181,0.0,0.8,36.68,LOW,High merchant concentration
U0057,868,10.0,69.4980694980695,1.0,0.9,1.0,1.0,1.0,1.0,0.6949806949806949,0.0,0.9,0.0,0.0,34.35,LOW,Very high transaction velocity; High merchant concentration
U0058,353,12.0,0.5707491082045185,3.0,0.75,3.0,5.0,5.0,1.0,0.0057074910820451,0.8,0.75,0.0,0.8,47.42,MEDIUM,No major risk indicators detected
U0059,619,10.0,76.59574468085106,1.0,0.9,1.0,1.0,1.0,1.0,0.7659574468085105,0.0,0.9,0.0,0.0,36.48,LOW,Very high transaction velocity; High merchant concentration
U0060,271,10.0,61.74957118353345,1.0,0.9,1.0,1.0,1.0,1.0,0.6174957118353345,0.0,0.9,0.0,0.0,32.02,LOW,Very high transaction velocity; High merchant concentration
U0061,827,5.0,45.22613065326633,1.0,0.8,1.0,6.0,6.0,1.0,0.4522613065326633,1.0,0.8,0.0,1.0,70.57,HIGH,High transaction velocity; Multiple users sharing the same device; Device connected to many users; High merchant concentration
U0062,45,5.0,31.57894736842105,1.0,0.8,1.0,6.0,6.0,1.0,0.3157894736842105,1.0,0.8,0.0,1.0,66.47,MEDIUM,High transaction velocity; Multiple users sharing the same device; Device connected to many users; High merchant concentration
U0063,748,6.0,0.1251419434080322,2.0,0.6666666666666667,2.0,6.0,6.0,1.0,0.0012514194340803,1.0,0.6666666666666667,0.0,1.0,55.04,MEDIUM,Multiple users sharing the same device; Device connected to many users
U0064,471,5.0,65.6934306569343,1.0,0.8,1.0,6.0,6.0,1.0,0.6569343065693429,1.0,0.8,0.0,1.0,76.71,HIGH,Very high transaction velocity; Multiple users sharing the same device; Device connected to many users; High merchant concentration
U0065,550,5.0,24.22611036339165,1.0,0.8,1.0,6.0,6.0,1.0,0.2422611036339165,1.0,0.8,0.0,1.0,64.27,MEDIUM,Multiple users sharing the same device; Device connected to many users; High merchant concentration
U0066,128,5.0,61.64383561643836,1.0,0.8,1.0,6.0,6.0,1.0,0.6164383561643836,1.0,0.8,0.0,1.0,75.49,HIGH,Very high transaction velocity; Multiple users sharing the same device; Device connected to many users; High merchant concentration
U0067,997,5.0,34.22053231939164,1.0,0.8,1.0,6.0,6.0,1.0,0.3422053231939164,1.0,0.8,0.0,1.0,67.27,MEDIUM,High transaction velocity; Multiple users sharing the same device; Device connected to many users; High merchant concentration
U0068,945,6.0,0.1221070245457731,2.0,0.6666666666666667,2.0,6.0,6.0,1.0,0.0012210702454577,1.0,0.6666666666666667,0.0,1.0,55.04,MEDIUM,Multiple users sharing the same device; Device connected to many users
U0069,388,7.0,0.2208801900270841,3.0,0.5714285714285714,3.0,6.0,6.0,1.0,0.0022088019002708,1.0,0.5714285714285714,0.0,1.0,53.64,MEDIUM,Multiple users sharing the same device; Device connected to many users
U0070,81,5.0,26.90582959641256,1.0,0.8,1.0,6.0,6.0,1.0,0.2690582959641256,1.0,0.8,0.0,1.0,65.07,MEDIUM,Multiple users sharing the same device; Device connected to many users; High merchant concentration
U0071,566,5.0,45.45454545454545,1.0,0.8,1.0,6.0,6.0,1.0,0.4545454545454545,1.0,0.8,0.0,1.0,70.64,HIGH,High transaction velocity; Multiple users sharing the same device; Device connected to many users; High merchant concentration
U0072,301,5.0,34.02646502835539,1.0,0.8,1.0,6.0,6.0,1.0,0.3402646502835539,1.0,0.8,0.0,1.0,67.21,MEDIUM,High transaction velocity; Multiple users sharing the same device; Device connected to many users; High merchant concentration
U0073,850,5.0,25.53191489361702,1.0,0.8,1.0,6.0,6.0,1.0,0.2553191489361702,1.0,0.8,0.0,1.0,64.66,MEDIUM,Multiple users sharing the same device; Device connected to many users; High merchant concentration
U0074,644,6.0,0.2013666831364725,2.0,0.6666666666666667,2.0,6.0,6.0,1.0,0.0020136668313647,1.0,0.6666666666666667,0.0,1.0,55.06,MEDIUM,Multiple users sharing the same device; Device connected to many users
U0075,634,5.0,25.35211267605634,1.0,0.8,1.0,6.0,6.0,1.0,0.2535211267605634,1.0,0.8,0.0,1.0,64.61,MEDIUM,Multiple users sharing the same device; Device connected to many users; High merchant concentration
U0076,907,5.0,62.28373702422145,1.0,0.8,1.0,6.0,6.0,1.0,0.6228373702422145,1.0,0.8,0.0,1.0,75.69,HIGH,Very high transaction velocity; Multiple users sharing the same device; Device connected to many users; High merchant concentration
U0077,883,5.0,21.686746987951807,1.0,0.8,1.0,6.0,6.0,1.0,0.216867469879518,1.0,0.8,0.0,1.0,63.51,MEDIUM,Multiple users sharing the same device; Device connected to many users; High merchant concentration
U0078,371,5.0,24.86187845303868,1.0,0.8,1.0,6.0,6.0,1.0,0.2486187845303867,1.0,0.8,0.0,1.0,64.46,MEDIUM,Multiple users sharing the same device; Device connected to many users; High merchant concentration
U0079,592,5.0,27.649769585253456,1.0,0.8,1.0,6.0,6.0,1.0,0.2764976958525345,1.0,0.8,0.0,1.0,65.29,MEDIUM,Multiple users sharing the same device; Device connected to many users; High merchant concentration
U0080,197,5.0,42.25352112676056,1.0,0.8,1.0,6.0,6.0,1.0,0.4225352112676056,1.0,0.8,0.0,1.0,69.68,MEDIUM,High transaction velocity; Multiple users sharing the same device; Device connected to many users; High merchant concentration
U0081,722,7.0,0.1399525716285036,3.0,0.5714285714285714,3.0,6.0,6.0,1.0,0.001399525716285,1.0,0.5714285714285714,0.0,1.0,53.61,MEDIUM,Multiple users sharing the same device; Device connected to many users
U0082,72,5.0,96.2566844919786,1.0,0.8,1.0,6.0,6.0,1.0,0.962566844919786,1.0,0.8,0.0,1.0,85.88,HIGH,Very high transaction velocity; Multiple users sharing the same device; Device connected to many users; High merchant concentration
U0083,47,5.0,44.33497536945813,1.0,0.8,1.0,6.0,6.0,1.0,0.4433497536945813,1.0,0.8,0.0,1.0,70.3,HIGH,High transaction velocity; Multiple users sharing the same device; Device connected to many users; High merchant concentration
U0084,678,6.0,0.1425893163634443,2.0,0.6666666666666667,2.0,6.0,6.0,1.0,0.0014258931636344,1.0,0.6666666666666667,0.0,1.0,55.04,MEDIUM,Multiple users sharing the same device; Device connected to many users
U0085,234,6.0,0.1390041894318203,2.0,0.6666666666666667,2.0,6.0,6.0,1.0,0.0013900418943182,1.0,0.6666666666666667,0.0,1.0,55.04,MEDIUM,Multiple users sharing the same device; Device connected to many users
U0086,792,5.0,34.61538461538462,1.0,0.8,1.0,6.0,6.0,1.0,0.3461538461538462,1.0,0.8,0.0,1.0,67.38,MEDIUM,High transaction velocity; Multiple users sharing the same device; Device connected to many users; High merchant concentration
U0087,297,6.0,0.1821140404866491,2.0,0.6666666666666667,2.0,6.0,6.0,1.0,0.0018211404048664,1.0,0.6666666666666667,0.0,1.0,55.05,MEDIUM,Multiple users sharing the same device; Device connected to many users
U0088,82,5.0,29.459901800327334,1.0,0.8,1.0,6.0,6.0,1.0,0.2945990180032733,1.0,0.8,0.0,1.0,65.84,MEDIUM,Multiple users sharing the same device; Device connected to many users; High merchant concentration
U0089,876,7.0,0.1488411652136934,3.0,0.5714285714285714,3.0,6.0,6.0,1.0,0.0014884116521369,1.0,0.5714285714285714,0.0,1.0,53.62,MEDIUM,Multiple users sharing the same device; Device connected to many users
U0090,239,5.0,30.82191780821918,1.0,0.8,1.0,6.0,6.0,1.0,0.3082191780821918,1.0,0.8,0.0,1.0,66.25,MEDIUM,High transaction velocity; Multiple users sharing the same device; Device connected to many users; High merchant concentration
U0091,888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0092,104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0093,390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0094,285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0095,465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0096,651,1.0,0.0,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.8,0.0,0.0,0.8,36.0,LOW,No major risk indicators detected
U0097,855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0098,374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0099,167,1.0,0.0,1.0,0.0,1.0,5.0,4.0,1.0,0.0,0.6,0.0,0.0,0.8,30.0,LOW,No major risk indicators detected
U0100,380,2.0,0.273972602739726,2.0,0.0,2.0,5.0,5.0,1.0,0.0027397260273972,0.8,0.0,0.0,0.8,36.08,LOW,No major risk indicators detected
U0101,364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0102,215,1.0,0.0,1.0,0.0,1.0,5.0,4.0,1.0,0.0,0.6,0.0,0.0,0.8,30.0,LOW,No major risk indicators detected
U0103,687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0104,274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0105,719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0106,960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0107,700,2.0,0.1225740551583248,2.0,0.0,2.0,5.0,4.0,1.0,0.0012257405515832,0.6,0.0,0.0,0.8,30.04,LOW,No major risk indicators detected
U0108,664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0109,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0110,624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0111,651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0112,176,1.0,0.0,1.0,0.0,1.0,5.0,3.0,1.0,0.0,0.4,0.0,0.0,0.8,24.0,LOW,No major risk indicators detected
U0113,547,1.0,0.0,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.8,0.0,0.0,0.8,36.0,LOW,No major risk indicators detected
U0114,747,1.0,0.0,1.0,0.0,1.0,5.0,4.0,1.0,0.0,0.6,0.0,0.0,0.8,30.0,LOW,No major risk indicators detected
U0115,251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0116,168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0117,474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0118,389,1.0,0.0,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.8,0.0,0.0,0.8,36.0,LOW,No major risk indicators detected
U0119,277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0120,948,1.0,0.0,1.0,0.0,1.0,5.0,4.0,1.0,0.0,0.6,0.0,0.0,0.8,30.0,LOW,No major risk indicators detected
U0121,656,1.0,0.0,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.8,0.0,0.0,0.8,36.0,LOW,No major risk indicators detected
U0122,705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0123,571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0124,225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0125,702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0126,333,1.0,0.0,1.0,0.0,1.0,5.0,4.0,1.0,0.0,0.6,0.0,0.0,0.8,30.0,LOW,No major risk indicators detected
U0127,864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0128,787,1.0,0.0,1.0,0.0,1.0,5.0,4.0,1.0,0.0,0.6,0.0,0.0,0.8,30.0,LOW,No major risk indicators detected
U0129,795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0130,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0131,235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0132,842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0133,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0134,825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0135,324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0136,411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0137,275,1.0,0.0,1.0,0.0,1.0,5.0,4.0,1.0,0.0,0.6,0.0,0.0,0.8,30.0,LOW,No major risk indicators detected
U0138,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0139,217,1.0,0.0,1.0,0.0,1.0,5.0,4.0,1.0,0.0,0.6,0.0,0.0,0.8,30.0,LOW,No major risk indicators detected
U0140,936,1.0,0.0,1.0,0.0,1.0,5.0,4.0,1.0,0.0,0.6,0.0,0.0,0.8,30.0,LOW,No major risk indicators detected
U0141,966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0142,581,1.0,0.0,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.8,0.0,0.0,0.8,36.0,LOW,No major risk indicators detected
U0143,898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0144,736,1.0,0.0,1.0,0.0,1.0,5.0,3.0,1.0,0.0,0.4,0.0,0.0,0.8,24.0,LOW,No major risk indicators detected
U0145,323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0146,218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0147,672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0148,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0149,406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,No major risk indicators detected
U0150,906,1.0,0.0,1.0,0.0,1.0,5.0,4.0,1.0,0.0,0.6,0.0,0.0,0.8,30.0,LOW,No major risk indicators detected
U0151,937,15.0,0.0256373735935051,14.0,0.0666666666666666,15.0,34.0,2.0,0.0,0.000256373735935,0.2,0.0666666666666666,0.0,1.0,22.01,LOW,Device connected to many users
U0152,659,6.0,0.0109525692902126,6.0,0.0,6.0,36.0,2.0,0.0,0.0001095256929021,0.2,0.0,0.0,1.0,21.0,LOW,Device connected to many users
U0153,470,18.0,0.0254897333018645,17.0,0.0555555555555555,18.0,32.0,2.0,0.0,0.0002548973330186,0.2,0.0555555555555555,0.0,1.0,21.84,LOW,Device connected to many users
U0154,147,13.0,0.0231152204836415,12.0,0.0769230769230768,13.0,34.0,2.0,0.0,0.0002311522048364,0.2,0.0769230769230768,0.0,1.0,22.16,LOW,Device connected to many users
U0155,272,13.0,0.0219292080182181,13.0,0.0,12.0,28.0,2.0,0.0,0.0002192920801821,0.2,0.0,0.0,1.0,21.01,LOW,Device connected to many users
U0156,143,8.0,0.0129596630487607,8.0,0.0,8.0,31.0,2.0,0.0,0.0001295966304876,0.2,0.0,0.0,1.0,21.0,LOW,Device connected to many users
U0157,253,10.0,0.0181028240405503,9.0,0.0999999999999999,10.0,31.0,2.0,0.0,0.0001810282404055,0.2,0.0999999999999999,0.0,1.0,22.51,LOW,Device connected to many users
U0158,763,7.0,0.0115286431884933,7.0,0.0,7.0,31.0,2.0,0.0,0.0001152864318849,0.2,0.0,0.0,1.0,21.0,LOW,Device connected to many users
U0159,575,12.0,0.0208925773315535,12.0,0.0,12.0,30.0,2.0,0.0,0.0002089257733155,0.2,0.0,0.0,1.0,21.01,LOW,Device connected to many users
U0160,552,17.0,0.0260343551392327,17.0,0.0,17.0,28.0,2.0,0.0,0.0002603435513923,0.2,0.0,0.0,1.0,21.01,LOW,Device connected to many users
U0161,270,10.0,0.0161394448030987,10.0,0.0,10.0,31.0,2.0,0.0,0.0001613944480309,0.2,0.0,0.0,1.0,21.0,LOW,Device connected to many users
U0162,765,13.0,0.023122758130021,13.0,0.0,13.0,27.0,2.0,0.0,0.0002312275813002,0.2,0.0,0.0,1.0,21.01,LOW,Device connected to many users
